ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval,32452,SUMMARY.TXT,0.22944,0.65925,0.34041,4

ROUGE-2+StopWordRemoval,32452,SUMMARY.TXT,0.10788,0.26071,0.15261,4

ROUGE-SU4+StopWordRemoval,32452,SUMMARY.TXT,0.14666,0.29229,0.19532,4

ROUGE-L+StopWordRemoval,31363,SUMMARY.TXT,0.26417,0.50946,0.34792,3

ROUGE-1+StopWordRemoval,31363,SUMMARY.TXT,0.23436,0.62433,0.34080,3

ROUGE-2+StopWordRemoval,31363,SUMMARY.TXT,0.12209,0.31717,0.17631,3

ROUGE-SU4+StopWordRemoval,31363,SUMMARY.TXT,0.16396,0.34764,0.22283,3

ROUGE-L+StopWordRemoval,31484,SUMMARY.TXT,0.25816,0.32602,0.28815,4

ROUGE-1+StopWordRemoval,31484,SUMMARY.TXT,0.25199,0.43131,0.31812,4

ROUGE-2+StopWordRemoval,31484,SUMMARY.TXT,0.06071,0.16197,0.08832,4

ROUGE-SU4+StopWordRemoval,31484,SUMMARY.TXT,0.14820,0.20360,0.17153,4

ROUGE-L+StopWordRemoval,32693,SUMMARY.TXT,0.29988,0.34155,0.31936,5

ROUGE-1+StopWordRemoval,32693,SUMMARY.TXT,0.37239,0.42022,0.39487,5

ROUGE-2+StopWordRemoval,32693,SUMMARY.TXT,0.13913,0.15884,0.14833,5

ROUGE-SU4+StopWordRemoval,32693,SUMMARY.TXT,0.22762,0.18287,0.20281,5

ROUGE-L+StopWordRemoval,31242,SUMMARY.TXT,0.30495,0.58071,0.39990,3

ROUGE-1+StopWordRemoval,31242,SUMMARY.TXT,0.18975,0.68127,0.29683,3

ROUGE-2+StopWordRemoval,31242,SUMMARY.TXT,0.11188,0.36000,0.17070,3

ROUGE-SU4+StopWordRemoval,31242,SUMMARY.TXT,0.13925,0.39866,0.20640,3

ROUGE-L+StopWordRemoval,31926,SUMMARY.TXT,0.21638,0.48634,0.29951,4

ROUGE-1+StopWordRemoval,31926,SUMMARY.TXT,0.18385,0.62321,0.28393,4

ROUGE-2+StopWordRemoval,31926,SUMMARY.TXT,0.07677,0.28118,0.12060,4

ROUGE-SU4+StopWordRemoval,31926,SUMMARY.TXT,0.11373,0.31382,0.16695,4

ROUGE-L+StopWordRemoval,31007,SUMMARY.TXT,0.29967,0.50000,0.37474,3

ROUGE-1+StopWordRemoval,31007,SUMMARY.TXT,0.25082,0.62776,0.35843,3

ROUGE-2+StopWordRemoval,31007,SUMMARY.TXT,0.12637,0.31969,0.18113,3

ROUGE-SU4+StopWordRemoval,31007,SUMMARY.TXT,0.17396,0.34518,0.23134,3

ROUGE-L+StopWordRemoval,30952,SUMMARY.TXT,0.29578,0.47000,0.36307,4

ROUGE-1+StopWordRemoval,30952,SUMMARY.TXT,0.22839,0.57156,0.32637,4

ROUGE-2+StopWordRemoval,30952,SUMMARY.TXT,0.12876,0.28638,0.17765,4

ROUGE-SU4+StopWordRemoval,30952,SUMMARY.TXT,0.15950,0.30281,0.20894,4

ROUGE-L+StopWordRemoval,31127,SUMMARY.TXT,0.20756,0.46264,0.28656,3

ROUGE-1+StopWordRemoval,31127,SUMMARY.TXT,0.20867,0.58059,0.30700,3

ROUGE-2+StopWordRemoval,31127,SUMMARY.TXT,0.06583,0.18969,0.09774,3

ROUGE-SU4+StopWordRemoval,31127,SUMMARY.TXT,0.11063,0.24296,0.15203,3

ROUGE-L+StopWordRemoval,30830,SUMMARY.TXT,0.30297,0.40191,0.34550,4

ROUGE-1+StopWordRemoval,30830,SUMMARY.TXT,0.25466,0.53182,0.34440,4

ROUGE-2+StopWordRemoval,30830,SUMMARY.TXT,0.11051,0.21960,0.14703,4

ROUGE-SU4+StopWordRemoval,30830,SUMMARY.TXT,0.16137,0.25701,0.19826,4

ROUGE-L+StopWordRemoval,30954,SUMMARY.TXT,0.31223,0.37687,0.34152,3

ROUGE-1+StopWordRemoval,30954,SUMMARY.TXT,0.34006,0.53021,0.41437,3

ROUGE-2+StopWordRemoval,30954,SUMMARY.TXT,0.13459,0.17578,0.15245,3

ROUGE-SU4+StopWordRemoval,30954,SUMMARY.TXT,0.20947,0.21931,0.21428,3

ROUGE-L+StopWordRemoval,31008,SUMMARY.TXT,0.28601,0.59505,0.38633,3

ROUGE-1+StopWordRemoval,31008,SUMMARY.TXT,0.23532,0.74868,0.35808,3

ROUGE-2+StopWordRemoval,31008,SUMMARY.TXT,0.11989,0.36448,0.18042,3

ROUGE-SU4+StopWordRemoval,31008,SUMMARY.TXT,0.15745,0.40531,0.22680,3

ROUGE-L+StopWordRemoval,32217,SUMMARY.TXT,0.24938,0.43007,0.31570,4

ROUGE-1+StopWordRemoval,32217,SUMMARY.TXT,0.19382,0.52168,0.28263,4

ROUGE-2+StopWordRemoval,32217,SUMMARY.TXT,0.09182,0.19359,0.12456,4

ROUGE-SU4+StopWordRemoval,32217,SUMMARY.TXT,0.13498,0.21701,0.16644,4

